model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Kuga,2016,Semi-Auto,34860,Diesel,132.63795465,52.8,2.0,12811
 KA,2018,Manual,10327,Petrol,147.20524452,58.1,1.2,9996
 Focus,2017,Manual,4338,Petrol,148.12356622,60.8,1.0,11464
 Fiesta,2016,Semi-Auto,8181,Petrol,0.0,58.1,1.0,9459
 EcoSport,2019,Semi-Auto,1637,Petrol,153.391544,45.7,1.0,16981
 Fiesta,2017,Manual,9375,Petrol,152.52196728,63.4,1.0,12439
 Fiesta,2017,Automatic,31273,Petrol,149.84081944,48.5,1.6,8996
 Kuga,2018,Semi-Auto,2939,Diesel,146.1451051,46.2,2.0,19668
 Fiesta,2018,Manual,8566,Petrol,151.88447624,59.6,1.0,10649
 C-MAX,2019,Automatic,45869,Petrol,149.39726978,44.3,1.0,14933
 Fiesta,2017,Manual,20977,Petrol,146.86453174,63.3,1.0,9169
 Focus,2019,Manual,13095,Petrol,149.52955004,59.7,1.0,14433
 Focus,2018,Manual,16254,Petrol,146.70864634,41.8,2.0,20188
 KA,2019,Manual,284,Petrol,149.05928192,48.0,1.2,9375
 Focus,2018,Manual,20571,Petrol,146.7973423,41.7,2.0,15330
 Focus,2019,Manual,3726,Diesel,149.68977396,62.7,1.5,21152
 Fiesta,2019,Manual,11576,Petrol,145.2454549,56.5,1.0,12352
 Fiesta,2017,Automatic,18206,Petrol,0.0,58.0,1.0,10995
 Focus,2015,Manual,31544,Petrol,21.12159553,61.1,1.0,9997
 Fiesta,2017,Manual,35786,Petrol,148.85808721,63.8,1.0,12147
 Fiesta,2018,Manual,8173,Petrol,150.91211237,66.9,1.0,12189
 EcoSport,2017,Manual,2941,Petrol,130.63046379,52.9,1.0,9995
 Kuga,2017,Manual,61692,Diesel,146.14551064,48.2,2.0,15841
 Kuga,2016,Manual,37824,Diesel,146.69695611,54.7,2.0,14206
 Kuga,2018,Manual,4876,Diesel,145.51232752,38.2,1.5,18373
 Ka+,2018,Manual,700,Petrol,145.38302384,48.1,1.2,8536
 Fiesta,2017,Manual,19978,Petrol,0.0,66.9,1.0,8096
 Fiesta,2018,Manual,23624,Petrol,148.45474424,64.2,1.1,9995
 Fiesta,2019,Automatic,358,Petrol,148.80464314,49.0,1.0,15313
 Focus,2016,Manual,50125,Petrol,0.0,74.3,1.5,8827
 Focus,2016,Manual,54856,Diesel,0.0,74.3,1.5,8543
 Edge,2016,Semi-Auto,28703,Diesel,186.59904671,49.1,2.0,19433
 Focus,2016,Manual,16237,Petrol,26.6371701,60.1,1.0,11454
 Focus,2018,Manual,3339,Diesel,146.47924748,74.3,1.5,17993
 Focus,2018,Manual,15009,Petrol,147.66899549,58.3,1.0,11998
 Focus,2019,Manual,14987,Diesel,148.79807203,84.1,1.5,15776
 Focus,2019,Automatic,12139,Diesel,147.22198494,74.3,1.5,17157
 Focus,2019,Manual,4918,Petrol,146.06270387,60.3,1.0,17570
 Fiesta,2019,Manual,7944,Petrol,146.68592361,59.1,1.0,13997
 Focus,2019,Manual,5122,Petrol,145.81535737,59.1,1.0,13493
 Focus,2015,Manual,49438,Petrol,25.23815556,60.4,1.0,8280
 C-MAX,2017,Manual,15261,Diesel,28.54108785,67.6,1.5,10632
 Focus,2012,Manual,35959,Diesel,27.47877825,68.2,1.6,6669
 Fiesta,2017,Manual,22701,Petrol,153.5298357,66.4,1.0,9071
 Fiesta,2012,Manual,37261,Petrol,148.87763923,56.0,1.0,8256
 Focus,2018,Manual,26493,Petrol,148.98416508,58.5,1.2,10999
 Kuga,2016,Manual,52018,Diesel,130.07095908,61.1,2.0,9510
 EcoSport,2018,Manual,8417,Petrol,150.21137839,55.1,1.0,14691
 Focus,2015,Automatic,31214,Petrol,269.67658706,46.5,1.6,10706
 Focus,2018,Manual,15152,Petrol,145.71654801,60.1,1.0,12331
 Focus,2018,Manual,8315,Petrol,152.7531743,58.4,1.0,14560
 Kuga,2018,Manual,14891,Diesel,146.09543896,48.0,2.0,16884
 Ka+,2017,Manual,3022,Petrol,149.70934856,48.4,1.2,9506
 Tourneo Connect,2019,Manual,8237,Diesel,145.1449787,59.2,1.5,16502
 Fiesta,2019,Manual,9341,Petrol,145.75468585,66.3,1.0,11377
 Kuga,2008,Manual,138208,Diesel,149.56366412,48.6,2.0,4645
 S-MAX,2018,Automatic,20488,Diesel,147.09211973,59.1,2.0,25596
 Focus,2019,Manual,15397,Petrol,146.90381664,62.7,1.0,20222
 Focus,2020,Manual,4,Petrol,154.60626921,60.7,1.0,17559
 Kuga,2016,Manual,19445,Diesel,91.83118249,65.1,1.5,11943
 Kuga,2018,Semi-Auto,13247,Diesel,135.59107424,59.0,1.5,15292
 Fiesta,2018,Manual,12939,Petrol,146.93972654,56.5,1.0,10596
 Fiesta,2009,Manual,62009,Petrol,148.31431178,56.5,1.0,6583
 Focus,2016,Manual,31489,Diesel,0.0,74.3,1.5,9375
 Fiesta,2018,Manual,12199,Petrol,146.96501334,67.2,1.0,12300
 Kuga,2017,Manual,12239,Diesel,134.8859791,60.1,2.0,15995
 Focus,2019,Manual,137,Petrol,148.0548945,60.9,1.0,17333
 Focus,2017,Manual,9939,Petrol,146.44154187,36.7,1.5,25596
 Kuga,2016,Automatic,6084,Petrol,239.5835764,38.2,1.5,14657
 Fiesta,2018,Manual,23587,Petrol,145.94645528,66.5,1.0,9995
 Fiesta,2019,Manual,3307,Petrol,147.58742911,59.9,1.0,14171
 EcoSport,2018,Manual,12012,Petrol,153.48386421,55.1,1.0,11467
 Focus,2018,Manual,4307,Petrol,148.00484131,58.7,1.0,13432
 Focus,2017,Manual,23524,Petrol,148.48292393,60.8,1.0,10931
 Fiesta,2018,Manual,7382,Petrol,145.53224445,60.7,1.0,12048
 Fiesta,2014,Manual,14357,Petrol,0.0,66.6,1.0,7921
 Focus,2018,Manual,6387,Petrol,145.54687951,61.2,1.0,12019
 Fiesta,2016,Manual,9821,Diesel,0.0,88.3,1.5,11462
 Fiesta,2018,Manual,14641,Petrol,146.08205034,59.8,1.0,11220
 EcoSport,2017,Manual,17550,Petrol,125.97517402,54.2,1.0,9960
 Focus,2018,Manual,25477,Petrol,152.19039111,60.5,1.0,13496
 Grand C-MAX,2017,Manual,15291,Diesel,79.49269748,65.4,1.5,10683
 Focus,2019,Manual,9072,Petrol,147.42909296,34.7,2.3,23552
 Fiesta,2015,Manual,53787,Petrol,0.0,66.9,1.0,7777
 Fiesta,2017,Manual,9825,Petrol,145.68527594,62.8,1.0,12330
 Fiesta,2019,Manual,12334,Petrol,147.81969798,56.1,1.0,14610
 Kuga,2016,Manual,26586,Diesel,146.02632863,65.4,1.5,13785
 Focus,2015,Manual,33217,Petrol,148.16705854,60.7,1.0,9458
 S-MAX,2016,Manual,35134,Diesel,54.04859783,56.5,2.0,15484
 Focus,2019,Manual,3467,Petrol,151.56639683,60.6,1.0,17992
 Kuga,2016,Manual,22873,Diesel,147.14119668,54.5,2.0,12379
 KA,2016,Manual,31262,Petrol,104.29379194,58.7,1.2,6412
 Mondeo,2016,Manual,24434,Petrol,148.9096108,48.9,1.5,12971
 Focus,2015,Manual,31612,Diesel,20.06948881,67.4,2.0,13682
 Fiesta,2018,Manual,2845,Petrol,146.07561443,56.5,1.0,13014
 Focus,2008,Manual,76703,Petrol,432.8404519,28.3,2.5,4246
 Focus,2014,Manual,68801,Petrol,258.45127783,39.6,1.6,5836
 Fiesta,2008,Manual,58196,Petrol,23.92692475,63.8,1.0,6300
 Fiesta,2017,Manual,12672,Petrol,151.07490538,66.0,1.0,10316
 Fiesta,2017,Manual,58828,Petrol,0.0,66.7,1.0,7753
 Focus,2013,Manual,22633,Petrol,20.96760394,59.1,1.0,5748
 B-MAX,2014,Manual,22378,Petrol,36.42155517,56.5,1.0,7025
 Fiesta,2017,Manual,5673,Petrol,128.56795755,52.0,1.2,8538
 B-MAX,2018,Manual,14050,Petrol,149.55250369,54.3,1.0,9996
 Mustang,2014,Manual,30471,Petrol,26.41127887,56.0,1.0,6052
 B-MAX,2013,Manual,83791,Petrol,48.57858283,55.9,1.0,5730
 Fiesta,2015,Manual,25958,Petrol,129.45019628,54.6,1.2,6242
 Focus,2014,Manual,46050,Petrol,65.89386621,44.9,1.6,7729
 Fiesta,2017,Manual,54097,Petrol,145.49273704,58.7,1.0,7437
 Fiesta,2018,Automatic,9403,Petrol,149.8852367,55.0,1.0,11952
 Kuga,2018,Semi-Auto,1224,Diesel,145.96114005,59.7,1.5,21704
 Galaxy,2017,Semi-Auto,9314,Diesel,126.04132192,52.8,2.0,19139
 Focus,2016,Manual,29901,Diesel,0.0,74.3,1.5,8385
 Focus,2017,Manual,22206,Petrol,146.58570799,41.5,2.0,15417
 Fiesta,2016,Manual,25961,Diesel,0.0,74.3,1.5,9252
 KA,2009,Manual,17484,Petrol,80.12715304,56.2,1.0,2970
 Fiesta,2019,Semi-Auto,3295,Petrol,146.90233177,52.2,1.0,17170
 Ka+,2018,Manual,5696,Petrol,149.74834503,58.8,1.2,8362
 Fiesta,2018,Manual,11357,Petrol,145.16868732,40.3,1.5,16025
 Focus,2019,Semi-Auto,15550,Petrol,148.70782435,51.4,1.0,17512
 Fiesta,2019,Manual,10080,Petrol,148.71082997,59.6,1.0,14991
 C-MAX,2017,Manual,23,Petrol,147.26593261,55.7,1.0,12840
 Focus,2015,Manual,25750,Petrol,25.96812148,61.4,1.0,8441
 Mondeo,2019,Manual,3834,Diesel,154.68989857,66.1,2.0,22656
 Kuga,2017,Manual,13498,Diesel,146.73662775,61.3,2.0,14257
 Grand C-MAX,2016,Manual,44587,Petrol,59.7623054,55.0,1.0,9204
 Focus,2010,Automatic,115154,Diesel,213.30729181,47.4,2.0,1792
 Fiesta,2015,Manual,25213,Petrol,0.0,67.0,1.0,6429
 C-MAX,2017,Manual,33993,Diesel,147.53801127,69.5,1.5,9993
 Kuga,2019,Manual,11419,Petrol,146.02792331,34.4,1.5,17999
 Fiesta,2018,Manual,33736,Petrol,149.37516189,66.3,1.0,9997
 EcoSport,2017,Manual,29022,Petrol,129.84561908,52.3,1.0,9216
 C-MAX,2018,Manual,56964,Petrol,148.65255536,56.3,1.0,9998
 Focus,2019,Manual,6127,Petrol,151.55831643,59.0,1.0,16615
 Fiesta,2016,Manual,10359,Petrol,134.88889062,55.1,1.2,8130
 Kuga,2016,Manual,20891,Diesel,127.74499591,60.7,2.0,12722
 Focus,2017,Manual,29081,Petrol,150.90783425,60.9,1.0,10497
 Mondeo,2017,Manual,22931,Petrol,147.97076815,49.2,1.5,10201
 Mondeo,2017,Manual,13447,Petrol,147.70675888,45.5,1.5,21002
 Kuga,2019,Manual,8549,Diesel,147.46049325,38.2,2.0,20947
 Focus,2017,Automatic,3647,Diesel,125.93882297,52.0,2.0,18685
 Fiesta,2018,Manual,3640,Petrol,149.16408795,55.4,1.0,13982
 Kuga,2019,Manual,3632,Petrol,152.20017776,34.4,1.5,19811
 Mondeo,2018,Automatic,10201,Diesel,146.8707607,59.0,2.0,16758
 Fiesta,2018,Manual,13902,Petrol,148.95503242,65.9,1.0,11485
 EcoSport,2017,Manual,23431,Petrol,147.72125523,65.0,1.0,8893
 Galaxy,2016,Automatic,28268,Petrol,167.55470434,35.9,1.5,19571
 Focus,2019,Automatic,1963,Diesel,147.51339785,65.1,2.0,23264
 EcoSport,2017,Manual,7276,Petrol,131.06164784,53.6,1.0,7993
 Fiesta,2019,Manual,6911,Petrol,153.40589335,56.3,1.0,13212
 Focus,2017,Manual,19270,Petrol,146.29814903,41.6,2.0,16633
 Grand C-MAX,2017,Manual,32990,Diesel,51.98617681,64.7,1.5,9997
 Fiesta,2017,Manual,26052,Petrol,132.73861018,55.2,1.2,6764
 Fiesta,2013,Manual,70015,Petrol,0.0,67.0,1.0,6619
 Focus,2019,Manual,4255,Petrol,148.37030486,61.2,1.0,18415
 Fiesta,2018,Manual,41437,Petrol,145.30160111,56.5,1.0,10566
 Fiesta,2018,Manual,10686,Petrol,148.92149836,65.0,1.1,9473
 Focus,2018,Manual,8347,Petrol,146.12548944,58.3,1.0,13998
 C-MAX,2017,Manual,21929,Petrol,148.86254799,61.2,1.0,10732
 Fiesta,2018,Semi-Auto,14963,Petrol,153.64238606,54.8,1.0,15586
 Fiesta,2018,Manual,23804,Diesel,149.95993546,80.2,1.5,9817
 EcoSport,2019,Automatic,13503,Petrol,149.13883429,53.3,1.0,14994
 Fiesta,2017,Manual,20229,Petrol,146.91999773,63.3,1.0,9221
 Fiesta,2017,Manual,19638,Petrol,146.46774514,67.1,1.0,11739
 Kuga,2016,Manual,16613,Diesel,133.80493344,61.0,2.0,16623
 S-MAX,2016,Manual,6598,Diesel,149.92655722,52.8,2.0,17992
 Fiesta,2017,Automatic,19346,Petrol,146.47432642,58.1,1.0,10498
 Tourneo Connect,2014,Manual,45056,Diesel,34.57013305,65.2,1.5,9527
 Fiesta,2013,Semi-Auto,9158,Petrol,0.0,58.3,1.0,7214
 Fiesta,2019,Automatic,6494,Petrol,145.13623466,49.0,1.0,12594
 Fiesta,2017,Manual,24157,Petrol,0.0,65.7,1.0,8999
 Kuga,2017,Manual,25916,Diesel,152.16288294,64.8,1.5,13086
 Fiesta,2013,Manual,24881,Petrol,0.0,65.8,1.0,8119
 Fiesta,2018,Manual,11918,Petrol,145.77626351,54.9,1.0,14999
 Focus,2019,Manual,10324,Petrol,145.31403541,60.7,1.0,16498
 Focus,2015,Manual,43318,Petrol,24.33383805,60.1,1.0,9725
 Mondeo,2016,Manual,35878,Diesel,134.13454232,56.5,2.0,11457
 Focus,2018,Automatic,12481,Petrol,146.69979693,51.7,1.0,13437
 Focus,2018,Manual,18174,Diesel,149.79110324,68.2,1.5,18069
 Kuga,2017,Manual,13637,Diesel,151.35949971,60.6,2.0,15983
 Ka+,2019,Manual,5638,Petrol,145.51244146,47.9,1.2,9380
 EcoSport,2016,Manual,20509,Petrol,130.46727583,52.6,1.0,10950
 Focus,2016,Manual,10733,Petrol,21.22480673,60.2,1.0,10604
 Kuga,2015,Manual,50169,Diesel,146.52998823,55.3,2.0,13828
 Fiesta,2016,Manual,11312,Petrol,0.0,66.1,1.0,8993
 Fiesta,2014,Manual,33438,Petrol,0.0,66.4,1.0,7520
 Grand C-MAX,2016,Manual,10831,Diesel,118.32781465,64.8,1.5,9263
 Fusion,2017,Manual,6641,Petrol,149.1385425,48.0,1.5,12030
 Fiesta,2017,Manual,33124,Diesel,151.16677499,88.3,1.5,9380
 Kuga,2018,Manual,35498,Diesel,145.48461436,61.1,2.0,15745
 Fiesta,2018,Manual,9499,Petrol,152.14500234,65.8,1.0,11363
 Fiesta,2018,Manual,11086,Petrol,145.16915275,66.5,1.0,10172
 Kuga,2014,Manual,39611,Diesel,150.9532838,53.6,2.0,10529
 Kuga,2018,Semi-Auto,17820,Petrol,150.00886375,55.0,2.0,18052
 Fiesta,2017,Automatic,13108,Petrol,129.3591972,54.9,1.2,7994
 Kuga,2018,Automatic,16441,Diesel,148.69852128,46.0,2.0,18581
 B-MAX,2016,Manual,23265,Petrol,154.06197037,55.5,1.0,8542
 S-MAX,2017,Semi-Auto,34405,Diesel,160.11905897,48.9,2.0,15078
 Focus,2009,Manual,67525,Petrol,301.56153836,42.6,1.6,3676
 B-MAX,2014,Semi-Auto,11204,Petrol,176.79121715,44.5,1.6,7840
 Focus,2017,Automatic,10899,Petrol,145.1104828,36.9,1.5,13090
 Fiesta,2018,Manual,8181,Petrol,145.96163227,59.9,1.0,12049
 Fiesta,2017,Manual,7080,Petrol,152.23343487,54.5,1.0,10188
 Fiesta,2017,Manual,17402,Petrol,0.0,66.2,1.0,9998
 Focus,2017,Manual,8131,Petrol,146.25231819,48.4,1.6,10539
 B-MAX,2017,Manual,22043,Petrol,145.50154866,55.4,1.0,10911
 Focus,2018,Manual,6002,Petrol,146.72947207,59.1,1.0,14985
 Fiesta,2014,Manual,29972,Petrol,0.0,66.7,1.0,7528
 Kuga,2009,Manual,21633,Diesel,161.05627928,48.4,2.0,10139
 Focus,2017,Manual,24050,Petrol,0.0,74.3,1.5,11135
 C-MAX,2015,Manual,39137,Petrol,235.36397208,39.8,2.0,14458
 Focus,2017,Manual,31651,Petrol,149.462413,60.8,1.0,10985
 Fiesta,2018,Manual,16500,Petrol,148.42778235,56.5,1.0,11499
 Kuga,2016,Manual,14597,Petrol,164.40314764,44.8,1.5,14683
 Ka+,2019,Manual,414,Petrol,147.32908184,47.9,1.2,11143
 Edge,2017,Automatic,15082,Diesel,200.29577458,49.1,2.0,18172
 Focus,2018,Manual,19376,Diesel,149.32846185,41.5,2.0,19482
 Fiesta,2018,Manual,14443,Petrol,145.09359197,56.5,1.0,10268
 S-MAX,2016,Manual,66092,Diesel,134.40543112,56.5,2.0,12802
 Focus,2018,Manual,9552,Petrol,152.71850004,60.9,1.0,14705
 S-MAX,2017,Automatic,33325,Diesel,241.51901145,36.0,2.0,15993
 Kuga,2018,Semi-Auto,31303,Diesel,146.19204752,54.6,2.0,16733
 Tourneo Custom,2016,Manual,26263,Diesel,160.42753627,44.7,2.0,19709
 Grand C-MAX,2019,Manual,28611,Petrol,147.45348492,49.4,1.6,13813
 Fiesta,2017,Manual,30019,Petrol,147.4054959,63.0,1.0,9996
 Focus,2018,Manual,10017,Petrol,154.85508233,58.1,1.0,13761
 Fiesta,2018,Manual,32404,Petrol,152.16416117,66.3,1.0,10563
 C-MAX,2017,Manual,25609,Diesel,148.92660398,70.8,1.5,9999
 Fiesta,2017,Manual,17187,Petrol,99.74061572,54.4,1.2,7807
 EcoSport,2018,Manual,4075,Petrol,147.60223205,54.4,1.0,16010
 Focus,2018,Manual,8514,Petrol,149.62362438,51.4,1.0,12392
 Fiesta,2018,Manual,33768,Petrol,148.65100593,65.7,1.0,9995
 Focus,2017,Manual,23285,Diesel,0.0,74.3,1.5,12482
 Fiesta,2017,Manual,40078,Petrol,0.0,66.4,1.0,7995
 EcoSport,2018,Manual,8615,Petrol,154.35002569,53.7,1.0,12448
 Fiesta,2016,Manual,7990,Petrol,129.78865222,54.5,1.2,8459
 Kuga,2020,Manual,7550,Diesel,147.26251385,38.7,2.0,20551
 Kuga,2017,Manual,22314,Petrol,147.28775342,54.7,1.5,13966
 Fiesta,2018,Manual,23093,Petrol,149.84161078,66.6,1.0,10995
 Focus,2018,Manual,20991,Diesel,153.92796771,80.9,1.5,13050
 Focus,2016,Manual,9081,Diesel,20.51354894,68.8,2.0,16579
 Focus,2018,Manual,19567,Petrol,149.73774606,61.0,1.0,10974
 Kuga,2017,Semi-Auto,12945,Diesel,131.43087587,53.1,2.0,14559
 Focus,2019,Manual,7601,Petrol,147.06064966,60.3,1.0,16493
 Fiesta,2018,Automatic,6895,Petrol,148.30616979,48.0,1.0,11140
 Kuga,2017,Manual,40811,Diesel,149.22953735,55.1,2.0,15365
 Fiesta,2019,Manual,20517,Petrol,151.23870797,56.2,1.0,13999
 EcoSport,2019,Manual,7624,Petrol,146.83843502,53.7,1.0,16001
 Kuga,2017,Manual,9698,Petrol,153.4863544,38.2,1.5,14423
 Fiesta,2019,Manual,18064,Petrol,148.08872841,56.5,1.0,14996
 Grand C-MAX,2016,Automatic,10776,Diesel,146.5724338,59.9,1.5,10744
 EcoSport,2018,Manual,23078,Petrol,149.58957336,48.1,1.5,13146
 Fiesta,2015,Manual,24572,Petrol,0.0,66.4,1.0,7523
 Mondeo,2016,Manual,102181,Diesel,23.55243269,70.5,2.0,8996
 Mondeo,2017,Manual,46397,Petrol,202.64861193,41.6,2.0,13001
 Fiesta,2018,Manual,43717,Petrol,154.366899,66.7,1.0,9990
 Focus,2019,Automatic,7009,Diesel,150.11188416,64.7,2.0,38760
 Ka+,2017,Manual,32828,Petrol,121.46319874,57.9,1.2,7073
 Focus,2016,Manual,24206,Petrol,23.47262048,60.4,1.0,10055
 Focus,2019,Manual,3508,Diesel,146.22803509,74.3,1.5,18941
 Focus,2011,Manual,91075,Diesel,0.0,67.8,1.6,5646
 Fiesta,2016,Manual,16000,Petrol,98.2774611,55.1,1.2,7058
 Fiesta,2017,Manual,30244,Petrol,145.76684319,66.7,1.0,10705
 Focus,2019,Manual,19113,Petrol,152.44443042,52.2,1.0,12649
 Ka+,2018,Manual,12736,Petrol,154.32589546,57.8,1.2,8294
 Mondeo,2018,Manual,17183,Diesel,146.58708344,66.3,2.0,19735
 Fiesta,2019,Manual,5674,Petrol,145.72007201,60.3,1.0,14839
 EcoSport,2017,Manual,23524,Petrol,154.8349804,53.0,1.0,12152
 Fiesta,2018,Manual,10715,Petrol,147.55251472,66.6,1.0,10200
 Fiesta,2019,Manual,3952,Petrol,146.5406757,48.8,1.1,13153
 Mondeo,2017,Automatic,32163,Hybrid,25.24943974,65.1,1.5,14236
 Kuga,2017,Manual,44495,Diesel,146.8292002,64.8,1.5,14358
 C-MAX,2014,Manual,29783,Diesel,27.06191342,64.7,1.5,7444
 Kuga,2019,Manual,2488,Diesel,146.91924218,38.6,2.0,25277
 Fiesta,2018,Manual,14647,Petrol,147.54555918,63.6,1.0,11964
 EcoSport,2019,Manual,11159,Diesel,148.42602276,55.3,1.5,16020
 Focus,2019,Manual,6396,Petrol,145.03255369,60.3,1.0,15348
 Kuga,2014,Automatic,47342,Diesel,163.47334479,48.5,2.0,12139
 Focus,2019,Manual,7960,Diesel,152.12596498,67.5,2.0,22673
 B-MAX,2018,Semi-Auto,12480,Petrol,148.91231353,44.2,1.6,11999
 Fiesta,2017,Manual,14057,Petrol,154.87988159,66.9,1.0,10523
 Kuga,2016,Manual,27736,Diesel,146.78383523,54.4,2.0,12986
 Fiesta,2016,Manual,16585,Diesel,24.56095793,70.3,1.5,9903
 Kuga,2018,Manual,18253,Petrol,148.04327072,39.7,1.5,16013
 S-MAX,2016,Manual,37366,Diesel,132.92623683,56.5,2.0,14853
 EcoSport,2018,Automatic,22166,Petrol,146.99593514,45.8,1.0,14806
 Fiesta,2017,Manual,14253,Petrol,145.36996329,58.7,1.0,11225
 Focus,2017,Manual,11674,Petrol,23.86961342,62.1,1.0,10814
 Fiesta,2017,Manual,36910,Petrol,0.0,66.5,1.0,7153
 Focus,2018,Manual,10554,Petrol,147.24415747,42.0,2.0,18787
 Fiesta,2018,Manual,8670,Petrol,151.8347922,66.0,1.0,11971
 Grand C-MAX,2016,Manual,57235,Diesel,79.72359894,64.2,1.5,10389
 Focus,2017,Manual,16142,Petrol,27.80818653,60.2,1.0,10818
 Kuga,2017,Manual,9012,Diesel,148.7726266,54.9,2.0,16494
 Grand C-MAX,2017,Automatic,21906,Diesel,152.57138003,50.8,2.0,23019
 Focus,2019,Automatic,4037,Petrol,146.67603607,47.5,1.0,15408
 Fiesta,2017,Manual,14535,Diesel,151.61351881,88.3,1.5,12511
 Focus,2019,Automatic,6395,Diesel,145.26119898,64.4,1.5,22691
 Fiesta,2018,Manual,12114,Petrol,145.96154077,56.5,1.0,9997
 Focus,2018,Manual,10215,Petrol,147.6271751,59.1,1.0,14036
 C-MAX,2017,Manual,86963,Diesel,130.98338798,70.5,1.5,8999
 EcoSport,2018,Manual,13264,Petrol,146.98399808,54.7,1.0,14646
 EcoSport,2018,Manual,29677,Petrol,149.94437965,53.9,1.0,10160
 Focus,2019,Manual,4561,Petrol,153.34868525,60.6,1.0,17524
 Focus,2016,Manual,47576,Petrol,21.74106912,61.7,1.0,7861
 Fiesta,2018,Manual,15159,Petrol,146.63154088,56.5,1.0,11498
 EcoSport,2019,Manual,7838,Petrol,146.99352114,53.3,1.0,16180
 EcoSport,2019,Manual,12512,Petrol,149.59601249,47.6,1.5,15046
 Focus,2018,Manual,20141,Diesel,146.69097774,83.0,1.5,13497
 Galaxy,2015,Semi-Auto,29847,Diesel,127.54658616,53.0,2.0,15658
 Focus,2019,Manual,22,Diesel,148.03956203,74.3,1.5,19357
 EcoSport,2018,Manual,17717,Petrol,145.26601561,55.1,1.0,14752
 Fiesta,2017,Automatic,60112,Petrol,129.84944931,55.1,1.2,8439
 Focus,2018,Manual,3461,Petrol,146.09649141,51.8,1.0,13076
 C-MAX,2016,Semi-Auto,35053,_RARE_,26.84566992,65.6,1.5,10095
 Fiesta,2016,Manual,24793,Petrol,134.56665855,54.6,1.2,7535
 Mustang,2017,Automatic,16120,Petrol,146.0178892,45.0,1.5,12593
 Fiesta,2018,Manual,14992,Petrol,147.30768568,65.4,1.1,9997
 EcoSport,2017,Manual,32831,Petrol,134.15564301,54.1,1.0,9747
 Mondeo,2019,Manual,20855,Diesel,146.05161681,69.5,1.5,11995
 EcoSport,2018,Manual,3938,Petrol,145.46545976,54.8,1.0,15268
 Focus,2019,Manual,10351,Diesel,148.36527073,56.5,1.5,15682
 Focus,2017,Semi-Auto,29436,Petrol,151.44219893,45.4,1.5,10970
 Focus,2017,Manual,45674,Diesel,22.48763399,68.3,2.0,14095
 Galaxy,2017,Automatic,27832,Petrol,263.66286183,36.6,2.0,18392
 Fiesta,2017,Manual,7194,Petrol,0.0,65.9,1.0,12395
 Fiesta,2017,Manual,52535,Petrol,129.11615758,56.5,1.0,6405
 Kuga,2017,Semi-Auto,23998,Diesel,145.27870483,65.6,1.5,15079
 Fiesta,2015,Manual,20540,Petrol,0.0,66.5,1.0,9366
 Fiesta,2019,Manual,14981,Petrol,148.4652024,60.0,1.0,13999
 Focus,2017,Manual,28090,Petrol,25.99126308,62.6,1.0,10999
 Fiesta,2015,Manual,22540,Petrol,0.0,65.8,1.0,6800
 Fiesta,2015,Manual,34840,Petrol,78.33765758,55.1,1.2,7019
 Kuga,2015,Manual,11823,Diesel,131.49511583,61.1,2.0,10999
 KA,2009,Manual,91887,Petrol,61.7682573,55.6,1.2,799
 Fiesta,2018,Manual,3125,Petrol,149.49378087,67.2,1.0,12130
 Fiesta,2013,Manual,64318,Petrol,126.3161957,55.0,1.2,6366
 Focus,2017,Manual,17039,Diesel,146.60218285,67.7,2.0,19781
 Fiesta,2017,Semi-Auto,24182,Petrol,0.0,57.9,1.0,12406
 Fiesta,2017,Manual,24647,Petrol,150.16938875,65.7,1.0,10511
 Kuga,2019,Manual,12007,Petrol,149.36734036,45.9,1.5,19251
 Kuga,2016,Manual,25262,Diesel,164.77475864,48.0,2.0,12945
 Focus,2018,Manual,27718,Petrol,148.4278338,61.3,1.0,12839
 Fiesta,2017,Manual,19113,Petrol,146.24119081,67.2,1.0,10995
 Fiesta,2018,Manual,18697,Diesel,145.26441586,56.5,2.0,21501
 Fiesta,2014,Manual,58637,Diesel,23.41249042,67.6,1.6,5775
 Fiesta,2018,Manual,4271,Diesel,147.15758488,55.7,1.5,14592
 B-MAX,2017,Manual,10094,Petrol,147.19464713,58.7,1.0,9283
 Fiesta,2013,Manual,60028,Diesel,25.1710276,70.4,1.4,6341
 Focus,2016,Manual,81662,Diesel,0.0,74.3,1.5,8549
 Fiesta,2017,Manual,14229,Petrol,125.87427783,54.7,1.2,7800
 Kuga,2017,Manual,12742,Diesel,154.29768069,65.6,1.5,13545
 Fiesta,2018,Manual,20685,Petrol,150.97780365,66.6,1.0,10391
 Fiesta,2019,Automatic,3279,Petrol,148.01710308,42.9,1.5,18296
 Kuga,2017,Manual,12151,Diesel,147.74981824,64.4,1.5,14996
 Fiesta,2019,Manual,11995,Petrol,150.25694485,59.2,1.0,11995
 Fiesta,2016,Manual,26927,Petrol,0.0,66.8,1.0,9228
 Kuga,2015,Manual,51001,Diesel,125.64769012,61.3,2.0,10499
 EcoSport,2014,Manual,31713,Diesel,21.87303157,63.8,1.5,8458
 Focus,2017,Manual,31186,Petrol,146.12288882,56.5,1.0,10817
 Fiesta,2017,Automatic,16218,Petrol,146.85548587,58.0,1.0,11998
 Kuga,2012,Automatic,74973,Petrol,260.07677592,45.0,1.6,6738
